frame.time_relative
0.000000000
0.761217000
0.761295000
1.000135000
2.000499000
3.008444000
4.000949000
5.001133000
5.761659000
5.761699000
6.001387000
7.001657000
8.001853000
8.173753000
8.174203000
9.003347000
9.695696000
9.711204000
9.950395000
9.971174000
9.971597000
9.993339000
9.993816000
10.008482000
10.011223000
10.011772000
10.033207000
10.033556000
10.048342000
10.048747000
10.064760000
10.065224000
10.080690000
10.081117000
10.096403000
10.096968000
10.115016000
10.115415000
10.134871000
10.135255000
10.150738000
10.151250000
10.170090000
10.170473000
10.185210000
10.185592000
10.203656000
10.204000000
10.220744000
10.221223000
10.240716000
10.241078000
10.256376000
10.256819000
10.273559000
10.273933000
10.291182000
10.291586000
10.310191000
10.310628000
10.327056000
10.327441000
10.343483000
10.344001000
10.358019000
10.358442000
10.374975000
10.375414000
10.391127000
10.391556000
10.410328000
10.410741000
10.426319000
10.426708000
10.443479000
10.443836000
10.460708000
10.461137000
10.477234000
10.477696000
10.493314000
10.493779000
10.513273000
10.513680000
10.531149000
10.531591000
10.545139000
10.550664000
10.551160000
10.570156000
10.570739000
10.586561000
10.586939000
10.604439000
10.604872000
10.621355000
10.621727000
10.640510000
10.640932000
10.656636000
10.657043000
10.673446000
10.673875000
10.701514000
10.701957000
10.720084000
10.720475000
10.735855000
10.736201000
10.755909000
10.756333000
10.761133000
10.761200000
10.773435000
10.773822000
10.790340000
10.790692000
10.806321000
10.806706000
10.823209000
10.823621000
10.838060000
10.838461000
10.848198000
10.849586000
10.855273000
10.855670000
10.877466000
10.877957000
10.893455000
10.893865000
10.909256000
10.909658000
10.924458000
10.924855000
10.940524000
10.940990000
10.956571000
10.957010000
10.973672000
10.974095000
10.988750000
10.989190000
11.003223000
11.010176000
11.010637000
11.026790000
11.027197000
11.043752000
11.044155000
11.059692000
11.060099000
11.077219000
11.077888000
11.096258000
11.096690000
11.119993000
11.120376000
11.136825000
11.137233000
11.153423000
11.153808000
11.171024000
11.171403000
11.190263000
11.190677000
11.209210000
11.209564000
11.225294000
11.225717000
11.243578000
11.243961000
11.260519000
12.003259000
13.003222000
13.395829000
13.397927000
13.398020000
13.398089000
13.400760000
13.403186000
13.403250000
14.013498000
14.298935000
14.299416000
14.301922000
14.301998000
14.302053000
14.345721000
15.003686000
15.154635000
15.155047000
15.164199000
15.164629000
15.164725000
15.165550000
15.194235000
15.194622000
15.200390000
15.759152000
15.759153000
16.003835000
17.004115000
17.754721000
18.004337000
18.171277000
18.171651000
19.004757000
19.166475000
19.166476000
19.166835000
19.166877000
19.202809000
19.328978000
19.329488000
19.330282000
19.335121000
19.621267000
19.636100000
19.643095000
19.643224000
19.683126000
19.683780000
19.683842000
19.683869000
19.683916000
19.789318000
19.789946000
19.790007000
20.004890000
20.171343000
20.211269000
20.212571000
20.241114000
20.241505000
20.241855000
20.275780000
20.276228000
20.276503000
20.276551000
20.276815000
20.281311000
20.281401000
20.281464000
20.283936000
20.317544000
20.318412000
20.318751000
20.319011000
20.319079000
20.350269000
20.758379000
20.758424000
21.013542000
21.178719000
21.583250000
22.005395000
23.005646000
23.009406000
23.025490000
23.031159000
23.031588000
23.419650000
24.005969000
25.006181000
25.761270000
25.761275000
26.008670000
27.006602000
28.006888000
28.172800000
28.173205000
28.405888000
28.406017000
28.412866000
28.413158000
28.413219000
28.416807000
28.416927000
28.417033000
28.423115000
28.425017000
28.425076000
29.007466000
29.408181000
29.408562000
29.409826000
29.410085000
29.620802000
29.621200000
29.623529000
29.623774000
30.007444000
30.761837000
30.761876000
31.007740000
32.020341000
33.055678000
33.299363000
33.350258000
33.350577000
33.364370000
33.385836000
33.413489000
33.553194000
34.008481000
35.008676000
35.760727000
35.760818000
36.008844000
37.013576000
38.009366000
38.172469000
38.172856000
39.018546000
39.643545000
39.662658000
40.009832000
40.087763000
40.113391000
40.549133000
40.761502000
40.761578000
40.897329000
40.897902000
41.010076000
41.218468000
41.218873000
42.010329000
42.155679000
42.174305000
42.174752000
42.202558000
42.202986000
42.222403000
42.222817000
42.236892000
42.238383000
42.256891000
42.257360000
42.272887000
42.273297000
42.288225000
42.288598000
42.304109000
42.304489000
42.322380000
42.322844000
42.337858000
42.337945000
42.340270000
42.340711000
42.358661000
42.359065000
42.372603000
42.373332000
42.374784000
42.375202000
42.379126000
42.387333000
42.388032000
42.392568000
42.392888000
42.412410000
42.412929000
42.424693000
42.425107000
42.425596000
42.429785000
42.430199000
42.449113000
42.449606000
42.463340000
42.465262000
42.465628000
42.465917000
42.466211000
42.466212000
42.466214000
42.466612000
42.466687000
42.467207000
42.487202000
42.487615000
42.503651000
42.504057000
42.508816000
42.509223000
42.511302000
42.525201000
42.525688000
42.542505000
42.542975000
42.560386000
42.560812000
42.576806000
42.577306000
42.592501000
42.596242000
42.596607000
42.612335000
42.612795000
42.627377000
42.627790000
42.644335000
42.645268000
42.666053000
42.666487000
42.682710000
42.683080000
42.698802000
42.699183000
42.713813000
42.714256000
42.735885000
42.736251000
42.739044000
42.740328000
42.740638000
42.759842000
42.760280000
42.773319000
42.778691000
42.779145000
42.794701000
42.795143000
42.810201000
42.810630000
42.829792000
42.830189000
42.845003000
42.845484000
42.867841000
42.868211000
42.886747000
42.887216000
42.903510000
42.903923000
42.918521000
42.918932000
42.938641000
42.939058000
42.954604000
42.955059000
42.973331000
42.973716000
42.989793000
42.990251000
42.999931000
43.000353000
43.009084000
43.009522000
43.010550000
43.033025000
43.033080000
43.033382000
43.035439000
43.035663000
43.050147000
43.050603000
43.069647000
43.070111000
43.070458000
43.070680000
43.071083000
43.092479000
43.092893000
43.108353000
43.108737000
43.117395000
43.118060000
43.118079000
43.118151000
43.118153000
43.118472000
43.118642000
43.118743000
43.119255000
43.124056000
43.124420000
43.146317000
43.146822000
43.163081000
43.163518000
43.167011000
43.167281000
43.169064000
43.169195000
43.169318000
43.178734000
43.179186000
43.197817000
43.198182000
43.207381000
43.213285000
43.213801000
43.232599000
43.232969000
43.249358000
43.249759000
43.252703000
43.267333000
43.267725000
43.284602000
43.285052000
43.309451000
43.309940000
43.325495000
43.325853000
43.342433000
43.342970000
43.354957000
43.362720000
43.363150000
43.380088000
43.380585000
43.393055000
43.402332000
43.402690000
43.419080000
43.419557000
43.433894000
43.434322000
43.449942000
43.450372000
43.469502000
43.469925000
43.485922000
43.486466000
43.505100000
43.514951000
43.515367000
43.718064000
43.718135000
43.744652000
43.745087000
43.745353000
43.745551000
43.745644000
43.745959000
43.746448000
43.746450000
43.746867000
43.746960000
43.747149000
43.747385000
43.809788000
43.809866000
43.809924000
43.847707000
44.013705000
45.012584000
45.443517000
45.760564000
45.760600000
46.012892000
47.013594000
47.817195000
48.018460000
48.172470000
48.173017000
48.562331000
48.562409000
48.562654000
48.562692000
49.013820000
49.483501000
49.643532000
49.659380000
49.663966000
49.664079000
50.024257000
50.761374000
50.761414000
51.015630000
52.015953000
52.033301000
53.017952000
54.028674000
55.018497000
55.413845000
55.459984000
55.683249000
55.684071000
55.707732000
55.707822000
55.707937000
55.722817000
55.723196000
55.748525000
55.748832000
55.748834000
55.761130000
55.761160000
56.018593000
56.035401000
56.073402000
56.889804000
56.890709000
57.019067000
57.198257000
57.198692000
57.199192000
57.199195000
57.199206000
57.199622000
57.199705000
57.200123000
57.201679000
57.201681000
57.202135000
57.202222000
57.265628000
57.265704000
57.265759000
57.302565000
57.342353000
57.342370000
57.371864000
58.034176000
58.171895000
